priority_rank,project_code,project_name,agency,state,physical_progress,expenditure_percent,cost_overrun_percent,time_overrun_percent,risk_score,risk_category,warnings,risk_explanation
332,618583,4L of Bahadurganj Araria section from Km 49.000 to Km 94.000 Package-II of NH- 327E,National Highways Authority of India [NHAI],Bihar,100.0,52.5438448008125,11.01066405646278,116.57534246575344,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618583 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
333,618582,4L of Galgalia - Bahadurganj section from Km 0.000 to Km 49.000 Package-I of NH327E,National Highways Authority of India [NHAI],Bihar,100.0,46.71660288237449,14.64593872031299,116.57534246575344,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618582 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
334,703057,Patiala Water Supply Infrastructure Part-2 Project,Ministry of Housing & Urban Affairs,Punjab,99.0,74.4390243902439,6.379303135888446,89.45328719723217,55,HIGH,['Predicted completion is significantly later than planned.'],Project 703057 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
335,612894,"Construction of Permanent Campus of Central University of Himachal Pradesh at Dehra, District - Kangra, [H.P.] on Engineering. Procurement and Construction [EPC Mode 1] Basis.","Central University, Himachal Pradesh",Himachal Pradesh,86.0,88.73720136518772,9.057782363679806,73.75455650060753,55,HIGH,['Predicted completion is significantly later than planned.'],Project 612894 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
336,705396,Byrnihat-Shillong New Rail Line- 108 km,Northeast Frontier Railway [NFR],Meghalaya,2.04,3.1969131264205433,7.876143041800743,54.4630263812842,55,HIGH,['Predicted completion is significantly later than planned.'],Project 705396 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
337,705394,Teteliya-Byrnihat 21.5 km,CAO/C-II/NFR NFR mor,"Multi-States (Assam, Meghalaya)",87.0,97.52648280725423,13.688116079778071,2502.803738317757,55,HIGH,['Predicted completion is significantly later than planned.'],Project 705394 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
338,618749,Khammam-Devarapalle Pkg V [4L Access Controlled Greenfield from Gurvaygudem village to Devarapalle village Design Chainage 132664 to 162126,NHAI,Andhra Pradesh,100.0,79.63592437564964,14.604924572295449,87.27770177838579,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618749 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
339,618765,4L of Karimnagar-Warangal section from km 49.500 to km 117.820 of NH-563,NHAI,Telangana,92.4,59.27820165264618,9.812544832918684,54.86867305061548,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618765 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
340,618764,Moga - Bagha Purana - Bajakhana from km. 0.00 to km. 43.32,NHAI,Punjab,76.0,77.45281282987439,19.71106634772752,105.26265389876856,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618764 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
341,618761,4L Spur of Meerut-Garh-Mukteshwar section connecting NH-119 and NH-58 bypassing Meerut Town of NH 709 A,NHAI,Uttar Pradesh,96.98,87.3010112008388,5.26143019891315,75.08755129958948,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618761 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
342,612819,300 MW SPP part of 510 MW CPSU scheme,NLC India Limited [NLCIL],Rajasthan,100.0,96.69442912300055,6.137385548814133,104.9090909090909,55,HIGH,['Predicted completion is significantly later than planned.'],Project 612819 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
343,618257,Rehabilitation and Upgradation to 2-lane with paved shoulders configuration of Koyyuru to Chaprathipalem section Km 120000 to Km 165500 of NH-516E in the State of Andhra Pradesh under Green National Highways Corridor Project GNHCP with the loan assistance of World Bank on EPC mode,MoRTH,Andhra Pradesh,98.09,75.8281084485671,7.086947808411452,102.02051983584111,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618257 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
344,618597,6L of Azhiyur-Vengalam from km. 189.200 to km. 230.400 of NH-66,NHAI,Kerala,60.07,75.074942993415,15.407543273534973,118.74501992031888,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618597 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
345,400424,GEVRA OC [70 MTY],SECL - CIL,Chhattisgarh,78.48,66.22541552418673,11.100876747571174,56.71987480438195,55,HIGH,['Predicted completion is significantly later than planned.'],Project 400424 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
346,400369,BINA KAKRI AMALGAMATION EXPANS,NCL - CIL,"Multi-States (Madhya Pradesh, Uttar Pradesh)",92.05,109.64587169125559,11.552162789029298,81.31345565749207,55,HIGH,['Predicted completion is significantly later than planned.'],Project 400369 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
347,706860,Barauni-Bachwara 16 km - 3rd & 4th line incl Barauni yard remodelling 32 km Umbrella work PB57/2019-20/NR,CAO/Con/North/MHX ECR mor,Bihar,38.0,35.415503875968994,5.680558139534845,243.03314917127108,55,HIGH,['Predicted completion is significantly later than planned.'],Project 706860 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
348,618024,Up-gradation to two lane with paved shoulder configuration of NH-354 Section Arifkes- Ferozepur-Muktsar-Malaut from Km 201.500 to Km 212.500 & Km 229.690 to Km 269.960 and strengthening of existing pavement from Km 212.500 to Km 229.690 excluding Km 218.500 to 223.690 of NH-354 on EPC Mode in the State of Punjab. Job No. NH-354-PB-2020-21-532,MoRTH,Punjab,83.0,0.0,5.724229643983333,89.13868613138693,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618024 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
349,618487,Delhi-Amritsar-Katra Expressway Phase-I Pkg-VII from Junction with Patiala-Bathinda road NH-7 near Bhawanigarh to Junction with Ludhiana-Malerhkotla SH-11 near Bhogiwal village Km 188830 to km 225770,National Highways Authority of India [NHAI],Punjab,95.8,71.0555625007103,6.481702674137319,98.44733242134058,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618487 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
350,618485,Delhi-Amritsar-Katra Expressway Phase-I Pkg-IV from Junction with Jind-Karnal road NH-709A near Alewa village to Junction with Ambala-Kaithal-Hissar road NH-152 near Kharak Pandwa village Km 91400 to Km 120250,National Highways Authority of India [NHAI],Haryana,76.13,43.092696736677,16.292857416121624,120.8219178082192,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618485 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
351,618483,Delhi-Amritsar-Katra Expressway Phase-I Pkg-II from Junction with Rohtak-Panipat road NH-709 near Rukhi Paani village to Junction with Jind-Panipat road NH-352A near Gangana village Km 34000 to Km 60800,NHAI,Haryana,99.89,76.68381283941925,13.145742468396932,126.50273972602712,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618483 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
352,612072,Barejadi Nandej Geratpur - Sanand - 4th line 38.20 km,CAOCWR WR mor,Gujarat,23.0,56.99876256928052,13.735564174820844,29.6255707762558,55,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 612072 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
353,618682,6L Korlam-Kantakapalle Section of NH-130CD Road from Km 421.100 to Km 445.100 Pkg-3,NHAI,Andhra Pradesh,99.5,76.38896378179204,11.467008178305145,126.81643835616426,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618682 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
354,618680,6L Greenfield Kandili - Aluru Section of NH-130-CD Road from km 342500 to km 365033 Package-OD-8,NHAI,Odisha,99.9,72.95041333386926,8.763696290043852,91.08344733242131,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618680 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
355,618677,6L Greenfield Kaliagura Baunsaguar Section of NH-130-CD Road from km 249000 to km 293000 Package OD-5,NHAI,Odisha,97.8,66.67770742003573,16.768403961682026,120.5978112175105,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618677 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
356,618676,6L of Dhanara - Hatibena Section from Km 124.611 to km 146.50 of NH-130-CD Package OD-1,National Highways Authority of India [NHAI],"Multi-States (Chhattisgarh, Odisha)",99.95,62.370227729403894,14.020805425318136,108.20793433652533,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618676 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
357,618709,4L of Left-Over Works of Hospet-Bellary -Karnataka/AP border from Km.280.080 Dec.Ch. to Km.375450Des.Ch. of NH-63 New-67,NHAI,Karnataka,92.51,69.32209081073015,5.304876319814945,133.0109439124487,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618709 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
358,618708,Widening/Development of Existing NH-85 from Km 0.000 to Km 124.636 section to 2L/LPS section in the state of Kerala on EPC Mode under Bharatmala Pariyojana,NHAI,Kerala,81.98,65.89977009945514,5.92639814058464,83.88782489740103,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618708 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
359,618909,2L PS of JH / WB Border km. 70.524 - Purulia km.84.400 & Purulia km. 94.30 - Chandil Junction with NH-33 km. 153.705 of Old NH-32,NHAI,"Multi-States (Jharkhand, West Bengal)",97.65,99.97821350762527,14.392913338174887,155.57289527720727,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618909 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
360,618001,"Construction of 4-lane flyover at Amberpet-X road, Hyderabad on NH-202 in the State of Telangana",MoRTH,Telangana,92.1,79.51323142289752,15.192075001154626,162.58767123287697,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618001 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
361,619317,4L of Hajipur-Muzaffarpur Section of the existing NH-77 from Km. 0000 Ramashish Chowk to Km. 46300 and new bypass starting at Km. 46300 and connecting NH-28 of E-W Corridor at Km. 515045,NHAI,Bihar,99.45,79.34229030730083,10.364299641256016,560.567213114754,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619317 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
362,619308,6L access-controlled highway from Ganeshpur tonear Mohand of Ganeshpur Dehradun section from Km.0 to Km.8.3 of NH-72A Package-1,NHAI,Uttar Pradesh,98.92,97.08456902324691,7.109250932746655,142.14931506849297,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619308 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
363,619306,4L of Munger Mirzachauki section from Km 95580 to Km 125000 Pkg-2,NHAI,Bihar,95.9,62.98734375612241,11.770404764703448,119.33105335157283,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619306 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
364,619301,Construction of Approach Road to Rail-cum- Road Bridge across river Ganga at Munger Ghat NH-333 B,NHAI,Bihar,99.99,106.70967502045066,13.049416226667828,213.9455782312925,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619301 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
365,701344,Dhamra Haldia Pipeline Project,Gas Authority of India Limited [GAIL],West Bengal,94.4,89.98205016251879,10.968340367729082,145.0553846153843,55,HIGH,['Predicted completion is significantly later than planned.'],Project 701344 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
366,701343,Srikakulam Angul Gas Pipeline Project,Ministry of Petroleum & Natural Gas,"Multi-States (Andhra Pradesh, Odisha)",98.1,87.09194459700413,10.010480224501018,138.99032882011636,55,HIGH,['Predicted completion is significantly later than planned.'],Project 701343 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
367,701324,Barauni Refinery Capacity Expansion from 6.0 to 9.0 MMTPA,Indian Oil Corporation Limited [IOCL],Bihar,91.8,88.38514517218096,7.721455773126277,106.4763912310286,55,HIGH,['Predicted completion is significantly later than planned.'],Project 701324 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
368,618022,Upgradation to two lane with paved Shoulder Configuaration from Km. 0/00 to 47/000 of NH 351 Mahuva to Badhada section in the State of Gujarat,MoRTH,Gujarat,77.0,13.076389691436496,16.51883739743452,86.2248628884828,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618022 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
369,618007,Jaynagar-Narahia Section km 156.500 to km 219.945 Lot-III,MoRTH,Bihar,99.0,0.0,15.999331285017156,305.91028446389527,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618007 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
370,618469,Vadodara Mumbai Expressway Phase II - Pkg XIII [Km. 26.582 to Km. 50.700] Shirsad - Masvan,NHAI,Maharashtra,98.2,56.16669965223783,18.145112952020053,125.47397260273958,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618469 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
371,618468,Vadodara Mumbai Expressway Phase II - Pkg XI [Km. 77.000 to Km. 103.400] Ganjad - Talsari,National Highways Authority of India [NHAI],Maharashtra,99.76,53.344570442903894,17.488820824943748,99.86320109439126,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618468 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
372,705491,Marikuppam-Kuppam 23.7 km,CAOC/SWR SWR mor,"Multi-States (Andhra Pradesh, Karnataka)",20.0,49.063973063973066,48.91851851851845,6.687406669984999,55,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705491 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
373,705527,Sagauli - Valmikinagar 109.7 km,CAO/Con/North/MHX ECR mor,Bihar,91.0,120.10032894736841,37.26303453947365,7.412587412587415,55,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705527 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
374,618944,Hyderabad - Maneguda,NHAI,Telangana,24.2,44.99614125106898,16.95925369709878,23.32465753424648,55,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 618944 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
375,618938,4L of Rajura-Korpana-Adilabad Road upto M.S. Border from km 32.910 to km 89.090 of NH-353B,National Highways Authority of India [NHAI],"Multi-States (Maharashtra, Telangana)",100.0,62.17717821440202,11.084770015690916,78.9329685362517,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618938 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
376,617989,Construction of Major Bridge at Km.180.865 across river Krishna on NH 167 Hagari Jadcherla section,MoRTH,Karnataka,69.0,65.68141367912536,12.28368929570314,207.73879781420743,55,HIGH,['Predicted completion is significantly later than planned.'],Project 617989 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
377,617985,Widening to two lane with paved shoulders from Km 0/0 to 64/020 Pamarru to Akiveedu,MoRTH,Andhra Pradesh,74.41,46.89164180231899,6.915341617252799,160.23150684931483,55,HIGH,['Predicted completion is significantly later than planned.'],Project 617985 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
378,619210,Dharampuri-Lonand from km. 117.00 to 166.40 Pkg-IV on Mohol-Alandi Section,NHAI,Maharashtra,97.4,104.4322134149365,8.138385362432649,149.24520547945215,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619210 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
379,619209,4L of existing 2/4L stretch from Lonand to Dive Ghat Km 166.400 to Km 220.900 of Mohol Alandi section of NH-965 Pkg - V,National Highways Authority of India [NHAI],Maharashtra,98.52,65.85846650600156,13.332331126137836,99.86320109439126,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619209 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
380,617977,Development of Chiloda - Gandhinagar- Sarkhej ofNH-147 Package -II,MoRTH,Gujarat,99.55,0.0,6.779108292313493,274.5554035567716,55,HIGH,['Predicted completion is significantly later than planned.'],Project 617977 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
381,618953,Umagaon-Saharsa Package-IV Koshi Bridge & approach Road - Bheja-Bakaur,NHAI,Bihar,92.4,109.39495490088198,11.223244802347557,99.92325763508234,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618953 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
382,618952,4L of Sahibganj - Manihari Ganga Bridge including Manihari Bypass,NHAI,"Multi-States (Bihar, Jharkhand)",87.02,103.59530788788452,11.358732740936366,57.27692307692315,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618952 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
383,618951,Hariharganj to Parwa Mode section from km 23.284 to km 57.049 of NH-98,NHAI,"Multi-States (Bihar, Jharkhand)",91.3,73.7319902645277,6.234131002504878,129.64529914529876,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618951 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
384,617966,Rehabilitation and Upgrading to 2 lanes/2-lane with paved shoulders configuration and strengthening of of Birpur and Bihpur Section from km 0.0 to Km 106 of NH 106 under phase I of National Highways Interconnectivity Improvement Projects NHIIP ICB No. NHIIP-BR-106-7 [NHIIP-BR-106-7],MoRTH,Bihar,99.74,0.005123147661923486,5.45424388744436,228.5735159817356,55,HIGH,['Predicted completion is significantly later than planned.'],Project 617966 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
385,617961,Gaya-Hisua-Rajgir-Nalanda-Biharsharif section km0.00 to 92.935 NH-82,MoRTH,Bihar,97.0,0.0,17.8838201369913,229.70958904109656,55,HIGH,['Predicted completion is significantly later than planned.'],Project 617961 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
386,705598,Jhansi-Bina - 3rd line 152.57 km,CAO/C/NCR NCR mor,"Multi-States (Madhya Pradesh, Uttar Pradesh)",98.0,97.08341658341658,10.035464535464596,216.84931506849315,55,HIGH,['Predicted completion is significantly later than planned.'],Project 705598 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
387,618647,6L Access Controlled Ludhiana-Bathinda Greenfield highway from Jn. with Amritsar- Bathanda Greenfield Road NH-754A near Rampura Phul to Jn. with Moga-Barnala Road NH-703 near village Tallewal from Km 0.0 to Km 30.3 of NH-754AD Pkg-1,NHAI,Punjab,81.5,75.87561085922935,14.993535647703874,56.46648426812575,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618647 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
388,618491,Delhi-Amritsar-Katra Expressway Phase-I Pkg-XI from Junction with Jalandhar - Kapurthala road NH-703A near khojewal village to Junction with Amritsar-Mehta- SriHargobindpur-Tanda road NH-503A near SriHargobindpur Km 319400 to km 362420,NHAI,Punjab,43.45,63.306134644999666,10.563173742156376,109.21203830369352,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618491 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
389,618471,Vadodara Mumbai Expressway Phase II - Pkg XV [Km. 20.200 to Km. 43.000 of Spur] Akloli - Amne,NHAI,Maharashtra,94.6,24.9705080279446,5.750218317195718,151.61791590493624,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618471 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
390,602538,Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6,Damodar Valley Corporation,West Bengal,97.0,110.2275795564127,10.227579556412724,90.69642857142844,55,HIGH,['Predicted completion is significantly later than planned.'],Project 602538 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
391,602532,Kiru HE Project,National Hydroelectric Power Corporation Limited [NHPC],Jammu and Kashmir,87.0,92.09532627886529,17.116331085761484,91.80045871559608,55,HIGH,['Predicted completion is significantly later than planned.'],Project 602532 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
392,618970,6L access control Greenfield highway of Vill-Lohadda to Vill-Karaunda Mahajan from Km. 27.000 to Km. 56.500 Pkg-2,NHAI,Uttar Pradesh,98.06,93.8717286307986,7.455217342468916,96.13132694938474,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618970 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
393,618969,4/6L of Spur to Haridwar Greenfield from Km. 0.000 to Km. 50.70,NHAI,"Multi-States (Uttar Pradesh, Uttarakhand)",92.98,71.57494376029129,19.90908416243406,79.27359781121777,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618969 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
394,619220,Tumkur-Shimoga Pkg-III from Km 121.900 Banawara to Km 170.415 Bettadahalli of Old NH-206,NHAI,Karnataka,98.0,60.43406022845276,6.171028037383144,184.66712328767096,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619220 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
395,619219,4L of Tumkur-Shimoga Pkg-II from Km 65.195 Karadi to Km 121.900 Banawara of NH-206,NHAI,Karnataka,99.98,86.24896238005114,8.372414251087397,256.302325581395,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619219 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
396,617911,Rehabilitation and upgradation Umaria to Shahdol section of NH-78 from Existing Km. 68/4 to Km. 142/2 to 2LPS including construction of Birshinghpur and Shahdol Bypass on EPC mode under NHDP-IVA,MoRTH,Madhya Pradesh,94.5,0.0,12.644159193482416,477.4642857142852,55,HIGH,['Predicted completion is significantly later than planned.'],Project 617911 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
397,617935,"Construction of Elevated corridor from Km. 135.650 to 136.300 on 63, from Km. 249 to Km. 250.050 on old NH-4 and from Km. 192.910 to Km. 193.350 on NH-218 from decongestion of traffic in Ranichennamma circle in Hubli city in the state of Karnataka on EPC basis",MoRTH,Karnataka,65.0,77.88255033557047,10.227382550335722,83.0583941605837,55,HIGH,['Predicted completion is significantly later than planned.'],Project 617935 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
398,619158,4 Laning of Duburi Chandikhole from km 388.376 to km 428.074 Pkg-III,NHAI,Odisha,86.0,91.88339670468947,15.426514575412028,166.86513157894754,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619158 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
399,619157,4 Laning of Talcher to end of Kamakhyanagar Bypass km 8.844 - km 15.725 of NH- 149 and km 301.875 - km 335.946 of NH-53 Pkg-I,NHAI,Odisha,99.0,90.00980909982647,13.027201388365045,204.06030701754392,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619157 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
400,705766,Lalitpur - Birari with flyover at Lalitpur 15.80 km,CAO/C/NCR NCR mor,Uttar Pradesh,85.0,94.30758113257129,11.941991853895548,90.01560062402496,55,HIGH,['Predicted completion is significantly later than planned.'],Project 705766 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
401,611948,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part H,Power Grid Corporation of India Limited [POWERGRID],Rajasthan,99.46,97.0,15.873408376963395,73.251824817518,55,HIGH,['Predicted completion is significantly later than planned.'],Project 611948 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
402,618622,4L of Indore - Boregaon Pkg-III [Balwara to Dhangaon] from km. 42.260 to km. 82.660 of NH347BG & 753L,NHAI,Madhya Pradesh,92.5,83.37409777476064,13.560492767223394,122.07250341997263,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618622 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
403,618615,Sanchore - Santalpur from km 99.000 - km 130.073 of NH-754K AJ-RGBS-Package-4,NHAI,Gujarat,99.7,98.67377754931569,17.795553556512207,166.84931506849315,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618615 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
404,618386,Rehabilitation & Upgradation of Road from Km 0.00 to Km 18.600 Total length-18.600 km of Kumarghat-Kailashahar section on NH-208 to 2-lane with Paved shoulder on EPC bais under NHO,NHIDCL,Tripura,0.0,0.0,5.8554954954954015,287.9781420765027,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618386 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
405,618382,Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 298.00 to km 339.00 on Aizawl-Tuipang section under JICA ODA Loan assistance Phase-I Package-7,NHIDCL,Mizoram,100.0,0.0016508188061278395,15.559049788695248,59.46791862284822,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618382 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
406,618644,4L of Ormanjhi-Gola section from Km 81.450 to Km 53.600 of NH- 320BPKG-II,NHAI,Jharkhand,86.57,81.78248952614554,14.542129999259307,72.17373461012326,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618644 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
407,618642,4L of Palma to Gumla from km. 26.00 to km. 89.170 of NH-23,NHAI,Jharkhand,99.9,72.8412633502042,6.022034807454324,126.3014285714284,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618642 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
408,618639,4L of Bilaspur to Urga km 0.00 to 70.2 of NH-130A,NHAI,Chhattisgarh,94.81,79.26212148157728,16.696236776443094,128.96853625170962,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618639 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
409,618637,Bal. Works of Fagne Km. 510.000 to Maharashtra/Gujarat Border Km. 650.794,NHAI,"Multi-States (Gujarat, Maharashtra)",99.7,87.52713004890967,10.86615439491696,206.5136986301368,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618637 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
410,705629,Narayangarh - Bhadrak - 3rd line 155 km,CAO/C/SER SER mor,"Multi-States (Odisha, West Bengal)",84.0,120.25083333333333,43.52136666666668,16.28450704225342,55,HIGH,"['Predicted cost overrun is high.', 'Expenditure is high compared with physical progress.']",Project 705629 is classified as HIGH risk because the predicted total cost is significantly above the baseline and expenditure is high relative to the physical progress achieved.
411,705663,Bangalore-Whitefield-Bangalore City-Krishnarajapuram 23.08 km - Quadrupling,CPM/GS/SBC SWR mor,Karnataka,70.0,93.29411764705883,18.446774847870152,24.45991253644316,55,HIGH,"['Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.']",Project 705663 is classified as HIGH risk because the projected completion date exceeds the planned schedule and expenditure is high relative to the physical progress achieved.
412,618460,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-28 Ch.756052 to Ch.781282,NHAI,Gujarat,100.0,74.00623723661923,6.731901723946825,129.17808219178082,55,HIGH,['Predicted completion is significantly later than planned.'],Project 618460 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
413,705783,Ludhiana-Kila Raipur 19 km with freight line at Gill station,CAOC/NR NR mor,Punjab,70.0,45.653088705605114,5.210781013297643,86.04993909866026,55,HIGH,['Predicted completion is significantly later than planned.'],Project 705783 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
414,705780,Bhatni - Aunrihar with electrification 125 km excl Indara - Mau 116.95 km,CMD / RVNL RVNL mor,Uttar Pradesh,94.0,90.75919335705814,6.171289047054132,54.24841972187093,55,HIGH,['Predicted completion is significantly later than planned.'],Project 705780 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
415,619201,Karnal ring road Lot-4/Pkg-1,NHAI,Haryana,96.66,47.92213385397226,7.490929972149689,52.62790697674424,55,HIGH,['Predicted completion is significantly later than planned.'],Project 619201 is classified as HIGH risk because the projected completion date exceeds the planned schedule.
